Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties
CHEMBL3787165,,0,272.34,0,2.75,15,O=C(O)CCc1ccc(C#CC2(O)CCCCC2)cc1,EC50,'<',100000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3791346,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells measured for 50 intervals of 0.4 secs by calcium mobilization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3785041,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL3785413,,0,262.28,0,2.13,26,C/C(C#Cc1ccc(CCC(=O)O)c(F)c1)=C/CO,EC50,'=',426.58,nM,6.37,,,UO_0000065,24.29,0.46,4.24,11.07,FALSE,CHEMBL3791346,Agonist activity at human FFA1 receptor expressed in human 1321N1 cells measured for 50 intervals of 0.4 secs by calcium mobilization assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3785041,1,Scientific Literature,J. Med. Chem.,2016,None,
CHEMBL4575598,,0,409.46,1,5.28,19,CCOc1ccc(-c2cccc(CNc3ccc(OCC(=O)O)c(F)c3)c2)c(C)c1,EC50,'=',11.6,nM,7.94,,,UO_0000065,19.38,0.36,2.66,11.71,FALSE,CHEMBL4354542,Agonist activity at FFA1 receptor (unknown origin) stably expressed in CHO cells assessed as increase in calcium flux by Fluo4-AM based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4351021,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL267476,LINOLEIC ACID,2,280.45,1,5.88,linoleic acid,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O,EC50,'=',4800,nM,5.32,,,UO_0000065,18.97,0.36,-0.56,14.26,FALSE,CHEMBL4424141,Agonist activity at human FFA1 receptor expressed in HEK293 cells assessed as increase in intracellular Ca2+ flux by Fluo-4 dye based assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4422654,1,Scientific Literature,Bioorg Med Chem Lett,2019,CHEMBL3307715,
CHEMBL1777869,,0,331.37,0,4.61,15,CC#CC(CC(=O)O)c1ccc(Oc2nccc3ccccc23)cc1,EC50,'=',394,nM,6.41,,,UO_0000065,,,,,FALSE,CHEMBL1780399,Agonist activity at human GPR40 expressed in CHO cells assessed as intracellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3308072,
CHEMBL1777855,,0,432.32,1,5.82,19,CC#CC(CC(=O)O)c1ccc(Oc2ccc(C(F)(F)F)cc2OC(F)F)cc1F,EC50,'=',113,nM,6.95,,,UO_0000065,,,,,FALSE,CHEMBL1780399,Agonist activity at human GPR40 expressed in CHO cells assessed as intracellular calcium mobilization by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1777807,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,CHEMBL3308072,
CHEMBL4073013,,0,358.34,0,4.34,3,O=C(O)COc1ccc(OCc2ccccc2SC(F)(F)F)cc1,EC50,'>',30000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4065447,,0,386.39,0,4.9,12,COc1cc(CCC(=O)O)ccc1OCc1ccccc1SC(F)(F)F,EC50,'>',30000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL599270,,0,297.38,0,3.17,9月11日,O=C1NC(=O)C(Cc2ccc(Cc3ccccc3)cc2)S1,EC50,'=',9283,nM,5.03,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL598731,,0,398.27,0,4.69,9-51,COc1cc(Oc2ccc(Cl)cc2Cl)ccc1CC1SC(=O)NC1=O,EC50,'=',1407,nM,5.85,,,UO_0000065,,,,,FALSE,CHEMBL1072787,Agonist activity at human GPR40 by FLIPR assay in presence of 1% BSA,F,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156842,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2010,None,
CHEMBL4080936,,0,406.43,1,6.05,10,O=C(O)CCc1ccc(OCc2ccccc2SC(F)(F)F)c2ccccc12,EC50,'>',31622.78,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4064298,,0,349.22,0,4.35,19,Cc1cc(CCC(=O)O)ccc1OCc1ccccc1Br,EC50,'>',31622.78,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL1688465,,0,346.43,1,5.26,28,Cc1ccccc1-c1cccc(COc2ccc(CCC(=O)O)cc2)c1,EC50,'=',81.28,nM,7.09,,,UO_0000065,,,,,FALSE,CHEMBL1775304,Agonist activity at human FFA1 transfected in 1321N1 cells assessed as calcium mobilization by microplate assay in presence of 0.05 % bovine serum albumin,F,BAO_0000219,cell-based format,Homo sapiens,None,None,1321-N1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1773039,1,Scientific Literature,ACS Med. Chem. Lett.,2010,None,
CHEMBL4173085,,0,511.64,2,6.11,13b,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)N3CCC4(C=Cc5ccccc54)CC3)s2)cc1,EC50,'=',172,nM,6.76,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL3781170,,0,387.48,0,4.71,31,Cc1nc(-c2cccs2)sc1COc1ccc2c(c1)OCC2CC(=O)O,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3782598,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as Ca2+ influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779858,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3781779,,0,411.48,0,4.66,48,COc1ccc(-c2nc(C)c(COc3ccc4c(c3)OCC4CC(=O)O)s2)cc1,EC50,'=',123.4,nM,6.91,,,UO_0000065,16.79,0.33,2.25,8.87,FALSE,CHEMBL3782598,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as Ca2+ influx by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3779858,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL4174136,,0,467.57,1,5.65,15g,CC#CC(CC(=O)O)c1ccc(OCc2ccc(C(=O)NC3CCCc4ccccc43)cc2)cc1,EC50,'=',42,nM,7.38,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4161630,,0,468.55,0,4.45,14a,O=C(O)CCc1ccc(OCc2ccc(C(=O)N3CCN(c4ccc(F)cc4)CC3)s2)cc1,EC50,'=',610,nM,6.21,,,UO_0000065,,,,,FALSE,CHEMBL4154326,Agonist activity at human GPR40 expressed in HEK293 cells assessed as increase in calcium mobilization by Fluo-8 dye based fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4152239,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4173603,,0,279.34,0,4.16,8c,Cc1cccc(-c2cc3cc(CCC(=O)O)ccc3[nH]2)c1,EC50,'>',25,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4144231,Agonist activity at human GPR40 expressed in CHO cells after 24 hrs by NFAT-luciferase reporter gene assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4138261,1,Scientific Literature,ACS Med Chem Lett,2017,None,
CHEMBL4463571,,0,440.56,1,6.4,15,COc1ccc(F)c([C@H]2CC[C@H](COc3cccc([C@H](C4CC4)[C@H](C)C(=O)O)c3)CC2)c1,EC50,'=',2,nM,8.7,,,UO_0000065,19.75,0.37,2.3,15.6,FALSE,CHEMBL4385325,Agonist activity at human GPR40 expressed in CHOK1 cells assessed as induction of Galphaq-mediated IP1 accumulation after 90 mins HTRF assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4382283,1,Scientific Literature,ACS Med Chem Lett,2019,None,
CHEMBL3758885,,0,393.47,0,3.7,5c,C=CCn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc21,EC50,'=',21010,nM,4.68,,,UO_0000065,11.89,0.23,0.98,6.39,FALSE,CHEMBL3760345,Agonist activity at human FFAR1 expressed in CHO-K1 cells assessed as calcium flux measured for 100 secs by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO-K1,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3758151,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3307512,
CHEMBL4082395,,0,501.52,2,6.63,(S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4205339,,0,516.65,2,8.34,13,COc1ccc(F)c(-c2ccc(COc3cccc([C@H](CC(=O)O)C4CC4)c3)cc2[C@@H]2CCCC2(C)C)c1,EC50,'=',1830,nM,5.74,,,UO_0000065,,,,,FALSE,CHEMBL4199942,Agonist activity at GPR40 (unknown origin) expressed in CHO cells incubated for 2 hrs measured over 20 secs in presence of human serum albumin by aequorin based luminescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4196127,1,Scientific Literature,ACS Med Chem Lett,2018,None,
CHEMBL3927519,,0,439.52,1,5.17,4; LY3104607,CC#C[C@@H](CC(=O)O)c1ccc(OCc2ccc3nc(-c4c(C)cccc4C)nn3c2)cc1,EC50,'=',108,nM,6.97,,,UO_0000065,15.85,0.29,1.8,9.08,FALSE,CHEMBL4027544,Agonist activity at human PK-tagged GPR40 expressed in HEK293 cells assessed as EA-tagged beta-arrestin recruitment after 90 mins in presence of 1 % heat inactivated FBS by beta-galactosidase reporter gene assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4024777,1,Scientific Literature,J Med Chem,2018,CHEMBL3307715,
CHEMBL4129000,,0,442.54,1,5.28,15b,O=C1NC(=O)C(Cc2ccc(OCCn3c(-c4ccccc4)cc4ccccc43)cc2)S1,EC50,,,,,,Not Active,,,,,,FALSE,CHEMBL4121277,Transactivation of recombinant human FFAR1 expressed in CHOK1 cells co-expressing Galpha15 assessed as increase in calcium flux measured after 20 secs for 100 secs by FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4118117,1,Scientific Literature,Bioorg Med Chem Lett,2018,None,
CHEMBL3427713,,0,394.39,1,5.32,14,CCO[C@@H](CC(=O)O)c1ccc(O[C@H]2CCc3c2cccc3C(F)(F)F)cc1,EC50,'=',19,nM,7.72,,,UO_0000065,19.58,0.38,2.4,13.85,FALSE,CHEMBL3428949,Agonist activity at human GPR40 expressed in CHO cells assessed as calcium flux by FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3425426,1,Scientific Literature,ACS Med. Chem. Lett.,2015,CHEMBL3308072,
CHEMBL4100773,,0,342.44,0,4.69,28,Cc1cc(COc2ccc(CCC(=O)O)cc2C)cc(OC(C)C)c1,EC50,'>',31622.78,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL2381287,,0,381.21,0,4.46,31a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2381318,,0,406.41,0,4.96,26,O=C(O)C[C@@H]1COc2cc3c(cc21)OCC(c1cccc(-c2ccccc2F)c1)O3,EC50,'=',73.2,nM,7.13,,,UO_0000065,17.56,0.32,2.18,10.98,FALSE,CHEMBL2383047,Agonist activity at human GPR40 transfected in CHO cells by calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2380242,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,CHEMBL3308072,
CHEMBL2381308,,0,402.45,1,5.13,17b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2381303,,0,577.03,2,5.42,14,CS(=O)(=O)CCCOc1ccc(-c2cc(F)cc(C3COc4cc5c(cc4O3)OC[C@H]5CC(=O)O)c2)c(Cl)c1,EC50,'=',205.1,nM,6.69,,,UO_0000065,11.59,0.23,1.27,6.17,FALSE,CHEMBL2383047,Agonist activity at human GPR40 transfected in CHO cells by calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2380242,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2013,CHEMBL3308072,
CHEMBL4207283,,0,434.56,1,6.22,6,COc1cc(C)c(-c2cccc(COc3ccc4c(c3)SCC4CC(=O)O)c2)c(C)c1,EC50,'=',123.03,nM,6.91,,,UO_0000065,,,,,FALSE,CHEMBL4192356,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as increase in intracellular calcium flux by Fluo 4AM dye-based FLIPR assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4190257,1,Scientific Literature,Eur J Med Chem,2017,None,
CHEMBL4442156,,0,423.48,1,5.58,4,CCOc1cc(C)c(-c2cccc(COc3ccc(NCC(=O)O)c(F)c3)c2)c(C)c1,EC50,'>',1000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4354542,Agonist activity at FFA1 receptor (unknown origin) stably expressed in CHO cells assessed as increase in calcium flux by Fluo4-AM based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4351021,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308072,
CHEMBL4084333,,0,363.25,0,4.66,25,Cc1ccc(Br)c(COc2ccc(CCC(=O)O)cc2C)c1,EC50,'>',31622.78,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4061630,,0,370.39,1,5.2,6,Cc1cc(OCc2ccccc2SC(F)(F)F)ccc1CCC(=O)O,EC50,'=',1584.89,nM,5.8,,,UO_0000065,15.66,0.32,0.6,12.47,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4085843,,0,304.77,0,4.24,20,Cc1cc(CCC(=O)O)ccc1OCc1cccc(Cl)c1,EC50,'=',10000,nM,5,,,UO_0000065,16.41,0.33,0.76,10.75,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4086893,,0,390.81,1,5.55,11,O=C(O)CCc1ccc(OCc2ccccc2SC(F)(F)F)c(Cl)c1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4278799,,0,466.53,0,3.43,20b,CS(=O)(=O)CCCOc1ccc2c(c1)OC(COc1ccc(CCC(=O)O)c(F)c1)CC2,EC50,'=',36270,nM,4.44,,,UO_0000065,,,,,FALSE,CHEMBL4265206,Agonist activity at human GPR40 expressed in human HEK293 cells assessed as increase in intracellular calcium flux after 10 mins by fluorescence assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4261634,1,Scientific Literature,Bioorg Med Chem,2018,None,
CHEMBL4080936,,0,406.43,1,6.05,10,O=C(O)CCc1ccc(OCc2ccccc2SC(F)(F)F)c2ccccc12,EC50,'>',30000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL4288438,,0,328.37,0,4.37,12,O=C(O)C#Cc1ccc(OCc2cccc(-c3ccccc3)c2)cc1,EC50,'=',3770,nM,5.42,,,UO_0000065,,,,,FALSE,CHEMBL4267590,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in intracellular calcium flux measured for 120 secs by calcium-5 dye based assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265918,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4284972,,0,346.36,0,4.51,19,O=C(O)C#Cc1ccc(OCc2cccc(-c3ccc(F)cc3)c2)cc1,EC50,'>',10000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL4267590,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in intracellular calcium flux measured for 120 secs by calcium-5 dye based assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265918,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL1829174,FASIGLIFAM,3,524.64,2,5.31,TAK-875,Cc1cc(OCCCS(C)(=O)=O)cc(C)c1-c1cccc(COc2ccc3c(c2)OC[C@H]3CC(=O)O)c1,EC50,'=',39,nM,7.41,,,UO_0000065,,,,,FALSE,CHEMBL4267590,Agonist activity at recombinant human GPR40 expressed in HEK293 cells assessed as increase in intracellular calcium flux measured for 120 secs by calcium-5 dye based assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,HEK293,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL4265918,1,Scientific Literature,Eur J Med Chem,2018,None,
CHEMBL4105013,,0,356.37,0,4.89,2,O=C(O)CCc1ccc(OCc2ccccc2SC(F)(F)F)cc1,EC50,'=',1584.89,nM,5.8,,,UO_0000065,16.28,0.33,0.91,12.47,FALSE,CHEMBL3996976,Agonist activity at human FFA1 receptor expressed in human U2OS cells co-expressing Galpha16 assessed as calcium mobilization by Fluo-4 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3994633,1,Scientific Literature,Bioorg Med Chem Lett,2017,None,
CHEMBL3947508,,0,634.14,2,7.03,4e,Cl.O=C(O)CCc1ccc(OCc2ccc(CN3CCC4(CC3)CC(OCc3ccc(C(F)(F)F)cc3)CCO4)cc2)cc1,EC50,'>',20000,nM,,,,UO_0000065,,,,,FALSE,CHEMBL3864366,Agonist activity at human FFA1 receptor expressed in CHO cells assessed as induction of Ca2+ flux by fluo-8 dye based FLIPR assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3864132,1,Scientific Literature,Bioorg Med Chem,2016,CHEMBL3308072,
CHEMBL3287575,,0,488.49,1,6.31,11,Cc1nc(-c2ccc(C(F)(F)F)cc2)sc1COc1ccc([C@H](CC(=O)O)c2ncco2)cc1,EC50,,,,,,Not Determined,,,,,,FALSE,CHEMBL3292563,Agonist activity at human GPR40 expressed in mouse A9 cells by inositol phosphate accumulation assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,A9,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3286293,1,Scientific Literature,ACS Med. Chem. Lett.,2014,CHEMBL3307632,
CHEMBL3798575,,0,399.42,0,4.7,11l,COc1ccc(COc2ccc(CCC(=O)O)c(F)c2)cc1-c1c(C)noc1C,EC50,'=',22.9,nM,7.64,,,UO_0000065,19.13,0.36,2.94,9.34,FALSE,CHEMBL3804270,Agonist activity at human GPR40 expressed in CHO cells by FLIPR calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797066,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
CHEMBL3798274,,0,387.38,0,4.83,11i,Cc1noc(C)c1-c1cccc(COc2ccc(CCC(=O)O)c(F)c2)c1F,EC50,'=',25.9,nM,7.59,,,UO_0000065,19.58,0.37,2.76,10.46,FALSE,CHEMBL3804270,Agonist activity at human GPR40 expressed in CHO cells by FLIPR calcium flux assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,CHO,None,,,,CHEMBL4422,Free fatty acid receptor 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3797066,1,Scientific Literature,Eur. J. Med. Chem.,2016,CHEMBL3308072,
